name,static_instructions_case_big-arr_O0,dynamic_instructions_case_big-arr_O0
extr_linuxdriversvideofbdevomap2omapfbdssrfbi.c_rfbi_set_size.c,11,11
extr_linuxdriversvideofbdevomaplcd_palmz71.c_palmz71_panel_get_caps.c,6,6
extr_linuxdriversvideofbdevomap2omapfbdsshdmi_wp.c_hdmi_wp_get_audio_dma_addr.c,8,8
extr_linuxdriversvideofbdevomap2omapfbdsshdmi5.c_hdmi_set_hdmi_mode.c,14,14
extr_linuxdriversvideofbdevomap2omapfbvrfb.c_get_extra_physical_size.c,10,10
extr_linuxdriversvideofbdevomaplcdc.c_enable_irqs.c,8,8
extr_linuxdriversvideofbdevomap2omapfbomapfb-main.c_omapfb_open.c,7,7
extr_linuxdriversvideofbdevomap2omapfbdssdss.h_sdi_init_port.c,7,7
extr_linuxdriversvideofbdevomap2omapfbdssrfbi.c_rfbi_set_data_lines.c,8,8
extr_linuxdriversvideofbdevomap2omapfbdssvenc.c_venc_get_wss.c,8,8
extr_linuxdriversvideofbdevomapomapfb_main.c_omapdss_release.c,5,5
extr_linuxdriversvideofbdevpm3fb.c_pm3fb_calculate_clock.c,68,9756326
extr_linuxdriversvideofbdevpm2fb.c_pm2v_mnp.c,82,1082458
extr_linuxdriversvideofbdevomap2omapfbomapfb-main.c_cmp_component.c,29,29
extr_linuxdriversvideofbdevomap2omapfbomapfb-main.c_assign_colormode_to_var.c,30,30
extr_linuxdriversvideofbdevplatinumfb.c_platinumfb_blank.c,7,7
extr_linuxdriversvideofbdevomaphwa742.c_hwa742_setup_plane.c,21,21
extr_linuxdriversvideofbdevomaplcd_palmtt.c_palmtt_panel_get_caps.c,6,6
extr_linuxdriversvideofbdevomaplcdc.c_disable_irqs.c,9,9
extr_linuxdriversvideofbdevomaplcdc.c_omap_lcdc_get_caps.c,6,6
extr_linuxdriversvideofbdevpvr2fb.c_pvr2fb_blank.c,14,14
extr_linuxdriversvideofbdevomap2omapfbomapfb-main.c_omapfb_release.c,7,7
extr_linuxdriversvideofbdevps3fb.c_ps3fb_setcolreg.c,15,15
extr_linuxdriversvideofbdevpxa3xx-gcu.c_pxa3xx_gcu_init_debug_timer.c,5,5
extr_linuxdriversvideofbdevpxa168fb.c_set_pix_fmt.c,12,12
extr_linuxdriversvideofbdevpxafb.c_pxafb_overlay_exit.c,5,5
extr_linuxdriversvideofbdevps3fb.c_ps3fb_pan_display.c,20,20
extr_linuxdriversvideofbdevomapomapfb_main.c_omapfb_open.c,7,7
extr_linuxdriversvideofbdevpm2fb.c_to3264.c,19,19
extr_linuxdriversvideofbdevpxafb.c_pxafb_smart_init.c,6,6
extr_linuxdriversvideofbdevq40fb.c_q40fb_setcolreg.c,25,25
extr_linuxdriversvideofbdevpm2fb.c_pm2_mnp.c,41,52994
extr_linuxdriversvideofbdevrivariva_hw.c_CalcVClock.c,54,113
extr_linuxdriversvideofbdevrivafbdev.c_riva_bl_init.c,5,5
extr_linuxdriversvideofbdevs3c2410fb.c_s3c2410fb_cpufreq_deregister.c,5,5
extr_linuxdriversvideofbdevs1d13xxxfb.c_s1d13xxxfb_setup_truecolour.c,22,22
extr_linuxdriversvideofbdevpxa168fb.c_determine_best_pix_fmt.c,38,38
extr_linuxdriversvideofbdevpvr2fb.c_get_line_length.c,12,12
extr_linuxdriversvideofbdevpxa3xx-gcu.c_pxa3xx_gcu_open.c,7,7
extr_linuxdriversvideofbdevpxa168fb.c_to_rgb.c,22,22
extr_linuxdriversvideofbdevpxafb.c_pxafb_overlay_init.c,5,5
extr_linuxdriversvideofbdevsa1100fb.c_palette_pbs.c,21,21
extr_linuxdriversvideofbdevsavagesavagefb_driver.c_savagefb_set_fix.c,23,23
extr_linuxdriversvideofbdevsh7760fb.c_sh7760_setcolreg.c,20,20
extr_linuxdriversvideofbdevrivafbdev.c_riva_bl_exit.c,5,5
extr_linuxdriversvideofbdevsh_mobile_lcdcfb.c_lcdc_chan_is_sublcd.c,12,12
extr_linuxdriversvideofbdevpxafb.c_var_to_depth.c,13,13
extr_linuxdriversvideofbdevs1d13xxxfb.c_s1d13xxxfb_setup_pseudocolour.c,14,14
extr_linuxdriversvideofbdevs3c2410fb.c_s3c2410fb_cpufreq_register.c,6,6
extr_linuxdriversvideofbdevs3c2410fb.c_is_s3c2412.c,11,11
extr_linuxdriversvideofbdevsh_mobile_lcdcfb.c_sh_mobile_lcdc_setcolreg.c,21,21
extr_linuxdriversvideofbdevrivafbdev.c_riva_get_arch.c,79,79
extr_linuxdriversvideofbdevsimplefb.c_simplefb_regulators_destroy.c,5,5
extr_linuxdriversvideofbdevsimplefb.c_simplefb_clocks_enable.c,6,6
extr_linuxdriversvideofbdevsimplefb.c_simplefb_regulators_get.c,7,7
extr_linuxdriversvideofbdevsavagesavagefb_driver.c_SavageSetup2DEngine.c,5,5
extr_linuxdriversvideofbdevsisinit.c_SiSInitPCIetc.c,6,6
extr_linuxdriversvideofbdevsh_mobile_lcdcfb.c_banked.c,11,11
extr_linuxdriversvideofbdevsisinit.c_SiS_CloseCRTC.c,5,5
extr_linuxdriversvideofbdevsbuslib.c_sbusfb_mmapsize.c,15,15
extr_linuxdriversvideofbdevsh_mobile_lcdcfb.c_sh_mobile_lcdc_check_fb.c,12,12
extr_linuxdriversvideofbdevsisinit.c_SiS_GetModeFlag.c,17,17
extr_linuxdriversvideofbdevsisinit.c_SiS_GetModePtr.c,20,20
extr_linuxdriversvideofbdevsisinit.c_SiS_GetModeID_LCD.c,27,27
extr_linuxdriversvideofbdevsisinit.c_SiS_ResetVB.c,5,5
extr_linuxdriversvideofbdevsimplefb.c_simplefb_clocks_destroy.c,5,5
extr_linuxdriversvideofbdevsisinit.c_SiS_StrangeStuff.c,5,5
extr_linuxdriversvideofbdevsisinit.c_SiS_SetEnableDstn.c,13,13
extr_linuxdriversvideofbdevsimplefb.c_simplefb_regulators_enable.c,6,6
extr_linuxdriversvideofbdevsimplefb.c_simplefb_clocks_get.c,7,7
extr_linuxdriversvideofbdevsisinit.c_SiSDetermineROMLayout661.c,29,29
extr_linuxdriversvideofbdevsisinit.c_SiSInitPtr.c,12,12
extr_linuxdriversvideofbdevsisinit301.c_SiS_GetBIOSLCDResInfo.c,21,21
extr_linuxdriversvideofbdevsisinit.c_SiS_Generic_ConvertCRData.c,289,289
extr_linuxdriversvideofbdevsisinit301.c_SiS_GetLVDSDesPtr.c,7,7
extr_linuxdriversvideofbdevsisinit301.c_SiS_IsDualLink.c,6,6
extr_linuxdriversvideofbdevsisinit.c_SiS_Handle760.c,5,5
extr_linuxdriversvideofbdevsisinit.c_SiS_SearchModeID.c,29,29
extr_linuxdriversvideofbdevsisinit301.c_SiS_PanelDelay.c,12,12
extr_linuxdriversvideofbdevsisinit.c_SiS_GetModeID.c,91,91
extr_linuxdriversvideofbdevsisinit.c_SiS_GetModeID_TV.c,21,21
extr_linuxdriversvideofbdevsisinit.c_SiS_SetEnableFstn.c,13,13
extr_linuxdriversvideofbdevsisinit301.c_SiS_CalcPanelLinkTiming.c,52,52
extr_linuxdriversvideofbdevsisinit301.c_SiS_WaitVBRetrace.c,10,10
extr_linuxdriversvideofbdevsissis_main.c_sisfb_engine_init.c,15,15
extr_linuxdriversvideofbdevsissis_accel.c_sisfb_syncaccel.c,10,10
extr_linuxdriversvideofbdevsissis_main.c_sisfb_getheapsize.c,53,53
extr_linuxdriversvideofbdevsisinit301.c_SiS_IsDualEdge.c,6,6
extr_linuxdriversvideofbdevsisinit301.c_SiS_GetLCDInfoBIOS.c,5,5
extr_linuxdriversvideofbdevskeletonfb.c_xxxfb_blank.c,7,7
extr_linuxdriversvideofbdevsisinit301.c_SiS_IsVAMode.c,6,6
extr_linuxdriversvideofbdevskeletonfb.c_xxxfb_sync.c,6,6
extr_linuxdriversvideofbdevskeletonfb.c_xxxfb_open.c,7,7
extr_linuxdriversvideofbdevsisinit301.c_SiS_SetupDDCN.c,18,18
extr_linuxdriversvideofbdevskeletonfb.c_xxxfb_release.c,7,7
extr_linuxdriversvideofbdevsm501fb.c_v_total.c,13,13
extr_linuxdriversvideofbdevsmscufx.c_ufx_calc_range.c,19,19
extr_linuxdriversvideofbdevssd1307fb.c_ssd1307fb_check_fb.c,12,12
extr_linuxdriversvideofbdevsissis_accel.c_sisfb_initaccel.c,6,6
extr_linuxdriversvideofbdevstifb.c_ngleDepth8_ClearImagePlanes.c,5,5
extr_linuxdriversvideofbdevskeletonfb.c_xxxfb_check_var.c,7,7
extr_linuxdriversvideofbdevsissis_main.c_sisfb_get_dram_size.c,12,12
extr_linuxdriversvideofbdevstifb.c_setHyperLutBltCtl.c,22,22
extr_linuxdriversvideofbdevsissis_main.c_SiS_SenseCh.c,10,10
extr_linuxdriversvideofbdevsissis_main.c_sisfb_getheapstart.c,35,35
extr_linuxdriversvideofbdevsunxvr2500.c_s3d_setcolreg.c,13,13
extr_linuxdriversvideofbdevsm501fb.c_h_total.c,13,13
extr_linuxdriversvideofbdevsissis_main.c_sisfb_save_pdc_emi.c,5,5
extr_linuxdriversvideofbdevskeletonfb.c_xxxfb_pan_display.c,7,7
extr_linuxdriversvideofbdevskeletonfb.c_xxxfb_set_par.c,9,9
extr_linuxdriversvideofbdevtridentfb.c_is_blade.c,47,47
extr_linuxdriversvideofbdevsm712fb.c_smtc_unmap_mmio.c,9,9
extr_linuxdriversvideofbdevsmscufx.c_ufx_ops_setcolreg.c,20,20
extr_linuxdriversvideofbdevtridentfb.c_is_xp.c,22,22
extr_linuxdriversvideofbdevstifb.c_ngleDepth24_ClearImagePlanes.c,5,5
extr_linuxdriversvideofbdevstifb.c_ngleGetDeviceRomData.c,5,5
extr_linuxdriversvideofbdevsunxvr1000.c_gfb_setcolreg.c,13,13
extr_linuxdriversvideofbdevuvesafb.c_uvesafb_setup_var.c,71,71
extr_linuxdriversvideofbdevudlfb.c_dlfb_lfsr16.c,31,6133
extr_linuxdriversvideofbdevtmiofb.c_tmiofb_blank.c,7,7
extr_linuxdriversvideofbdevudlfb.c_dlfb_dummy_render.c,51,51
extr_linuxdriversvideofbdevvermilionvermilion.c_vmlfb_cursor.c,8,8
extr_linuxdriversvideofbdevvermilionvermilion.c_vmlfb_sync.c,6,6
extr_linuxdriversvideofbdevvesafb.c_vesafb_pan_display.c,7,7
extr_linuxdriversvideofbdevudlfb.c_dlfb_set_register.c,32,32
extr_linuxdriversvideofbdevvermilionvermilion.c_vmlfb_release.c,7,7
extr_linuxdriversvideofbdevtridentfb.c_is_oldclock.c,22,22
extr_linuxdriversvideofbdevviahw.c_get_lcd_devices.c,13,13
extr_linuxdriversvideofbdevvga16fb.c_vga16fb_update_fix.c,31,31
extr_linuxdriversvideofbdevvfb.c_vfb_pan_display.c,46,46
extr_linuxdriversvideofbdevtridentfb.c_iscyber.c,25,25
extr_linuxdriversvideofbdevviavia_utility.c_viafb_lcd_get_support_expand_state.c,15,15
extr_linuxdriversvideofbdevvalkyriefb.c_set_valkyrie_clock.c,5,5
extr_linuxdriversvideofbdevudlfb.c_dlfb_is_valid_mode.c,16,16
extr_linuxdriversvideofbdevviavia_clock.c_noop_set_clock_state.c,5,5
extr_linuxdriversvideofbdevviavia_clock.h_get_pll_internal_frequency.c,10,10
extr_linuxdriversvideofbdevudlfb.c_dlfb_ops_setcolreg.c,20,20
extr_linuxdriversvideofbdevvfb.c_get_line_length.c,17,17
extr_linuxdriversvideofbdevvermilionvermilion.c_vmlfb_vram_offset.c,33,33
extr_linuxdriversvideofbdevuvesafb.c_uvesafb_pan_display.c,7,7
extr_linuxdriversvideofbdevvermilionvermilion.c_vmlfb_open.c,7,7
extr_linuxdriversvideofbdevviavt1636.c_get_clk_range_index.c,23,23
extr_linuxdriversvideofbdevvermilionvermilion.c_vmlfb_set_pref_pixel_format.c,24,24
extr_linuxdriversvideofbdevviahw.c_get_dvi_devices.c,13,13
extr_linuxdriversvideofbdevviahw.c_get_sync.c,23,23
extr_linuxdriversvideofbdevwmt_ge_rops.h_wmt_ge_sync.c,6,6
extr_linuxdriversvideofbdevviavia_utility.c_viafb_get_gamma_support_state.c,13,13
extr_linuxdriversvideofbdevviaviafbdev.c_viafb_fill_var_color_info.c,28,28
extr_linuxdriversvideofbdevvfb.c_vfb_setcolreg.c,40,40
extr_linuxdriversvideofbdevxilinxfb.c_xilinx_fb_setcolreg.c,21,21
extr_linuxdriversvideofbdevviavia_clock.c_set_clock_source_common.c,16,16
extr_linuxdriversvideofbdevw100fb.c_w100fb_setcolreg.c,27,27
extr_linuxdriversvirtvboxguestvboxguest_core.c_vbg_ioctl_chk.c,18,18
extr_linuxdriversvideofbdevxen-fbfront.c_xenfb_queue_full.c,19,19
extr_linuxdriversvirtiovirtio_pci_common.h_virtio_pci_legacy_remove.c,5,5
extr_linuxdriversvisorbusvisorchannel.c_visorchannel_get_nbytes.c,7,7
extr_linuxdriversvideohdmi.c_hdmi_infoframe_checksum.c,22,3073
extr_linuxdriversvisorbusvisorchannel.c_visorchannel_set_clientpartition.c,10,10
extr_linuxdriversvirtiovirtio_pci_common.h_virtio_pci_legacy_probe.c,7,7
extr_linuxdriversvisorbusvisorchannel.c_visorchannel_get_clientpartition.c,7,7
extr_linuxdriversvlynqvlynq.c_vlynq_set_remote_irq.c,18,18
extr_linuxdriversvirtvboxguestvboxguest_core.c_vbg_consume_events_locked.c,17,17
extr_linuxdriversvmebridgesvme_fake.c_fake_pci_to_ptr.c,6,6
extr_linuxdriversvmebridgesvme_tsi148.c_reg_join.c,17,17
extr_linuxdriversvisorbusvisorchannel.c_visorchannel_get_physaddr.c,7,7
extr_linuxdriversw1slavesw1_ds2431.c_w1_f2d_fix_count.c,19,19
extr_linuxdriversvmevme.c_vme_get_aspace.c,11,11
extr_linuxdriversw1slavesw1_ds2433.c_w1_f23_fix_count.c,19,19
extr_linuxdriversvlynqvlynq.c_vlynq_set_local_irq.c,18,18
extr_linuxdriversw1slavesw1_ds2805.c_w1_f0d_fix_count.c,19,19
extr_linuxdriversw1slavesw1_ds28e17.c_w1_f19_i2c_functionality.c,13,13
extr_linuxdriversw1w1.c_w1_master_probe.c,7,7
extr_linuxdriversw1slavesw1_therm.c_w1_DS18S20_precision.c,7,7
extr_linuxdriversw1w1_netlink.c_w1_netlink_send.c,6,6
extr_linuxdriverswatchdogatlas7_wdt.c_atlas7_wdt_settimeout.c,10,10
extr_linuxdriversvmebridgesvme_fake.c_fake_irq_set.c,8,8
extr_linuxdriverswatchdogat91sam9_wdt.c_at91_wdt_stop.c,6,6
extr_linuxdriverswatchdogalim1535_wdt.c_ali_settimer.c,24,24
extr_linuxdriversvmebridgesvme_fake.c_fake_slot_get.c,6,6
extr_linuxdriversvmebridgesvme_tsi148.c_reg_split.c,16,16
extr_linuxdriverswatchdogbcm47xx_wdt.c_bcm47xx_wdt_hard_start.c,6,6
extr_linuxdriversw1mastersds2482.c_ds2482_calculate_config.c,13,13
extr_linuxdriversw1slavesw1_ds2433.c_w1_f23_add_slave.c,6,6
extr_linuxdriversw1slavesw1_ds2433.c_w1_f23_remove_slave.c,5,5
extr_linuxdriverswatchdogbcm_kona_wdt.c_bcm_kona_wdt_debug_exit.c,5,5
extr_linuxdriversw1slavesw1_ds28e04.c_w1_f1C_fix_count.c,19,19
extr_linuxdriversw1slavesw1_therm.c_w1_DS18S20_convert_temp.c,41,41
extr_linuxdriversw1w1_io.c_w1_next_pullup.c,9,9
extr_linuxdriverswatchdogat91sam9_wdt.c_of_at91wdt_init.c,7,7
extr_linuxdriverswatchdogadvantechwdt.c_advwdt_set_heartbeat.c,14,14
extr_linuxdriversw1w1.c_w1_master_match.c,7,7
extr_linuxdriverswatchdogbcm_kona_wdt.c_bcm_kona_wdt_set_timeout.c,10,10
extr_linuxdriverswatchdogbcm2835_wdt.c_bcm2835_wdt_remove.c,10,10
extr_linuxdriverswatchdogat91rm9200_wdt.c_at91_wdt_settimeout.c,15,15
extr_linuxdriverswatchdogbooke_wdt.c_sec_to_period.c,6,6
extr_linuxdriverswatchdogib700wdt.c_ibwdt_set_heartbeat.c,14,14
extr_linuxdriverswatchdogiTCO_wdt.c_no_reboot_bit.c,14,14
extr_linuxdriverswatchdogbcm63xx_wdt.c_bcm63xx_wdt_settimeout.c,15,15
extr_linuxdriverswatchdogiTCO_wdt.c_ticks_to_seconds.c,15,15
extr_linuxdriverswatchdogbcm_kona_wdt.c_bcm_kona_wdt_debug_init.c,5,5
extr_linuxdriverswatchdogks8695_wdt.c_ks8695_wdt_settimeout.c,15,15
extr_linuxdriverswatchdogmei_wdt.c_dbgfs_unregister.c,5,5
extr_linuxdriverswatchdogmoxart_wdt.c_moxart_wdt_set_timeout.c,10,10
extr_linuxdriverswatchdogpcwd_usb.c_usb_pcwd_temperature_release.c,7,7
extr_linuxdriverswatchdogs3c2410_wdt.c_s3c2410wdt_cpufreq_deregister.c,5,5
extr_linuxdriverswatchdogbooke_wdt.c_period_to_sec.c,6,6
extr_linuxdriverswatchdogpcwd.c_pcwd_temp_close.c,7,7
extr_linuxdriverswatchdogrenesas_wdt.c_rwdt_blacklisted.c,6,6
extr_linuxdriverswatchdognv_tco.c_seconds_to_ticks.c,10,10
extr_linuxdriverswatchdoghpwdt.c_hpwdt_init_nmi_decoding.c,6,6
extr_linuxdriverswatchdogiTCO_wdt.c_seconds_to_ticks.c,15,15
extr_linuxdriverswatchdogsc520_wdt.c_wdt_set_heartbeat.c,13,13
extr_linuxdriverswatchdogit87_wdt.c_wdt_round_time.c,16,16
extr_linuxdriverswatchdogiTCO_wdt.c_update_no_reboot_bit_def.c,7,7
extr_linuxdriverswatchdogcpwd.c_cpwd_release.c,7,7
extr_linuxdriverswatchdogtangox_wdt.c_tangox_wdt_set_timeout.c,10,10
extr_linuxdriverswatchdogmei_wdt.c_dbgfs_register.c,6,6
extr_linuxdriverswatchdognic7018_wdt.c_nic7018_timeout.c,16,16
extr_linuxdriverswatchdogpnx4008_wdt.c_pnx4008_wdt_set_timeout.c,10,10
extr_linuxdriverswatchdogpcwd_pci.c_pcipcwd_temp_release.c,7,7
extr_linuxdriverswatchdogs3c2410_wdt.c_s3c2410wdt_cpufreq_register.c,6,6
extr_linuxdriverswatchdogriowd.c_riowd_release.c,7,7
extr_linuxdriverswatchdogvia_wdt.c_wdt_ping.c,13,13
extr_linuxdriverswatchdogw83977f_wdt.c_wdt_set_timeout.c,23,23
extr_linuxdriverswatchdogwatchdog_pretimeout.h_watchdog_pretimeout_available_governors_get.c,7,7
extr_linuxdriverswatchdogorion_wdt.c_orion_wdt_set_timeout.c,10,10
extr_linuxdriverswatchdogsun4v_wdt.c_sun4v_wdt_set_timeout.c,10,10
extr_linuxdriverswatchdogwdt.c_wdt_temp_release.c,7,7
extr_linuxdriverswatchdogwdrtas.c_wdrtas_temp_close.c,7,7
extr_linuxdriverswatchdogwatchdog_pretimeout.h_watchdog_register_pretimeout.c,6,6
extr_linuxdriverswatchdogtwl4030_wdt.c_twl4030_wdt_set_timeout.c,10,10
extr_linuxdriverswatchdogwdt_pci.c_wdtpci_set_heartbeat.c,15,15
extr_linuxdriversxen..pcipci.h_devm_of_pci_get_host_bridge_resources.c,13,13
extr_linuxdriversxen..pcipci.h_pci_create_firmware_label_files.c,5,5
extr_linuxdriversxen..pcipci.h_of_pci_get_max_link_speed.c,7,7
extr_linuxdriversxen..pcipci.h_pci_aer_exit.c,5,5
extr_linuxdriversxen..pcipci.h_pci_aer_clear_device_status.c,5,5
extr_linuxdriverswatchdogw83627hf_wdt.c_wdt_set_timeout.c,10,10
extr_linuxdriversxen..pcipci.h_pci_dev_specific_acs_enabled.c,8,8
extr_linuxdriverswatchdogwatchdog_pretimeout.h_watchdog_pretimeout_governor_get.c,8,8
extr_linuxdriverswatchdogwatchdog_core.c_watchdog_set_restart_priority.c,9,9
extr_linuxdriverswatchdogwdt285.c_watchdog_release.c,7,7
extr_linuxdriversxen..pcipci.h_pci_dev_specific_enable_acs.c,7,7
extr_linuxdriversxen..pcipci.h_pci_has_subordinate.c,12,12
extr_linuxdriverswatchdogwdt.c_wdt_set_heartbeat.c,15,15
extr_linuxdriverswatchdogwatchdog_pretimeout.h_watchdog_unregister_pretimeout.c,5,5
extr_linuxdriversxen..pcipci.h_pci_iov_init.c,7,7
extr_linuxdriversxen..pcipci.h_of_get_pci_domain_nr.c,6,6
extr_linuxdriverswatchdogwdt_pci.c_wdtpci_temp_release.c,7,7
extr_linuxdriversxen..pcipci.h_of_pci_parse_bus_range.c,8,8
extr_linuxdriversxen..pcipci.h_pci_create_legacy_files.c,5,5
extr_linuxdriversxen..pcipci.h_pci_aer_init.c,7,7
extr_linuxdriversxen..pcipci.h_pci_aer_clear_fatal_status.c,5,5
extr_linuxdriversxen..pcipci.h_pci_dev_specific_disable_acs_redir.c,7,7
extr_linuxdriversxen..pcipci.h_pci_proc_detach_bus.c,6,6
extr_linuxdriversxen..pcipci.h_pci_remove_firmware_label_files.c,5,5
extr_linuxdriversxen..pcipci.h_pci_iov_bus_range.c,6,6
extr_linuxdriversxen..pcipci.h_pci_iov_remove.c,5,5
extr_linuxdriversxen..pcipci.h_pci_ptm_init.c,5,5
extr_linuxdriversxen..pcipci.h_pci_dev_specific_reset.c,8,8
extr_linuxdriversxen..pcipci.h_pci_restore_ats_state.c,5,5
extr_linuxdriversxen..pcipci.h_pcie_aspm_create_sysfs_dev_files.c,5,5
extr_linuxdriversxen..pcipci.h_pcie_aspm_powersave_config_link.c,5,5
extr_linuxdriversxen..pcipci.h_pci_iov_release.c,5,5
extr_linuxdriversxen..pcipci.h_pcie_aspm_init_link_state.c,5,5
extr_linuxdriversxeneventsevents_fifo.c_evtchn_fifo_bind_to_cpu.c,6,6
extr_linuxdriversxenevtchn.c_evtchn_ring_offset.c,11,11
extr_linuxdriversxen..pcipci.h_pci_proc_detach_device.c,6,6
extr_linuxdriversxen..pcipci.h_pci_remove_legacy_files.c,5,5
extr_linuxdriversxengntdev.c_in_range.c,18,18
extr_linuxdriversxengntdev-dmabuf.c_dmabuf_exp_ops_kunmap.c,7,7
extr_linuxdriversxen..pcipci.h_pci_proc_attach_device.c,6,6
extr_linuxdriversxengntdev-dmabuf.c_dmabuf_exp_ops_unmap_dma_buf.c,7,7
extr_linuxdriversxen..pcipci.h_pci_restore_iov_state.c,5,5
extr_linuxdriversxenpcpu.c_xen_pcpu_online.c,13,13
extr_linuxdriversxen..pcipci.h_pcie_aspm_exit_link_state.c,5,5
extr_linuxdriversxen..pcipci.h_pcie_aspm_remove_sysfs_dev_files.c,5,5
extr_linuxdriversxen..pcipci.h_pcie_aspm_pm_state_change.c,5,5
extr_linuxdriversxenpvcalls-back.c_pvcalls_back_uevent.c,7,7
extr_linuxdriversxeneventsevents_base.c_clear_evtchn_to_irq_row.c,9,9
extr_linuxdriversxeneventsevents_fifo.c_init_array_page.c,9,9
extr_linuxdriversxengntdev-dmabuf.c_dmabuf_exp_ops_kmap.c,7,7
extr_linuxdriversxenxen-pcibackconf_space.c_valid_request.c,14,14
extr_linuxdriversxenxen-acpi-processor.c_xen_copy_pct_data.c,35,35
extr_linuxdriversxengntdev-dmabuf.c_dmabuf_exp_ops_mmap.c,7,7
extr_linuxdriversxenxen-pcibackconf_space_header.c_interrupt_read.c,13,13
extr_linuxdriversxengntdev.c_gntdev_print_maps.c,7,7
extr_linuxdriversxenmanage.c_poweroff_nb.c,13,13
extr_linuxdriversxenxen-pcibackconf_space_header.c_xen_pcibk_read_vendor.c,13,13
extr_linuxdriversxenpvcalls-back.c_pvcalls_back_remove.c,6,6
extr_linuxdriversxenxen-scsiback.c_scsiback_check_true.c,6,6
extr_linuxdriversxenxen-scsiback.c_scsiback_aborted_task.c,5,5
extr_linuxdriversxenxen-scsiback.c_scsiback_get_cmd_state.c,6,6
extr_linuxdriversxenxen-scsiback.c_scsiback_set_default_node_attrs.c,5,5
extr_linuxdriverszorroproc.c_zorro_seq_stop.c,6,6
extr_linuxdriversxenxenbusxenbus_comms.c_check_indexes.c,12,12
extr_linuxdriversxenxen-scsiback.c_scsiback_write_pending_status.c,6,6
extr_linuxdriversxenxen-pcibackconf_space.c_get_mask.c,11,11
extr_linuxdriversxenxen-pcibackconf_space.c_xen_pcibios_err_to_errno.c,14,14
extr_linuxfs9pacl.h_v9fs_acl_chmod.c,7,7
extr_linuxdriversxenxen-pcibackconf_space_header.c_xen_pcibk_read_device.c,13,13
extr_linuxfs9pacl.h_v9fs_set_create_acl.c,9,9
extr_linuxfs9pacl.h_v9fs_get_acl.c,7,7
extr_linuxfs9pcache.h_v9fs_cache_inode_put_cookie.c,5,5
extr_linuxdriversxenxen-scsiback.c_scsiback_dump_proto_id.c,23,23
extr_linuxdriversxenxen-scsiback.c_scsiback_check_false.c,6,6
extr_linuxdriversxenxen-scsiback.c_scsiback_sess_get_index.c,6,6
extr_linuxfs9pcache.h_v9fs_fscache_invalidate_page.c,5,5
extr_linuxdriversxenxen-scsiback.c_scsiback_tpg_get_inst_index.c,6,6
extr_linuxdriversxenxenfsxensyms.c_xensyms_stop.c,6,6
extr_linuxdriverszorrozorro.h_zorro_name_device.c,5,5
extr_linuxdriversxenxen-selfballoon.c_register_xen_selfballooning.c,7,7
extr_linuxfs9pcache.h_v9fs_fscache_wait_on_page_write.c,6,6
extr_linuxfs9pacl.h_v9fs_acl_mode.c,9,9
extr_linuxfs9pcache.h_v9fs_readpage_to_fscache.c,6,6
extr_linuxfs9pcache.h_v9fs_uncache_page.c,6,6
extr_linuxfs9pcache.h_v9fs_cache_inode_get_cookie.c,5,5
extr_linuxfs9pacl.h_v9fs_put_acl.c,6,6
extr_linuxfs9pvfs_inode.c_v9fs_at_to_dotl_flags.c,11,11
extr_linuxfs9pv9fs.h_v9fs_proto_dotu.c,8,8
extr_linuxfs9pcache.h_v9fs_cache_inode_set_cookie.c,6,6
extr_linuxfs9pcache.h_v9fs_fscache_release_page.c,7,7
extr_linuxfs9pvfs_inode.c_v9fs_uflags2omode.c,37,37
extr_linuxfsadfsadfs.h_ADFS_SB.c,7,7
extr_linuxfsadfsdir.c_adfs_dir_update.c,11,11
extr_linuxfsadfsdir_f.c_adfs_readname.c,44,7934
extr_linuxfsadfsdir_f.c_adfs_writeval.c,23,23
extr_linuxfs9pcache.h_v9fs_readpages_from_fscache.c,10,10
extr_linuxfs9pcache.h_v9fs_readpage_from_fscache.c,8,8
extr_linuxfsaffsamigaffs.c_affs_prot_to_mode.c,52,52
extr_linuxfsaffsnamei.c_affs_toupper.c,12,12
extr_linuxfsafsinode.c_afs_get_inode_cache.c,5,5
extr_linuxfs9pvfs_dir.c_dt_type.c,19,19
extr_linuxfsafsinternal.h_AFS_FS_S.c,7,7
extr_linuxfs9pvfs_inode_dotl.c_v9fs_test_new_inode_dotl.c,7,7
extr_linuxfsafsinternal.h_afs_calc_vnode_cb_break.c,11,11
extr_linuxfs9pvfs_inode.c_v9fs_test_new_inode.c,7,7
extr_linuxfs9pv9fs.h_v9fs_proto_dotl.c,8,8
extr_linuxfsadfsdir_f.c_adfs_f_setpos.c,14,14
extr_linuxfsaffsaffs.h_AFFS_SB.c,7,7
extr_linuxfsadfsdir_f.c_adfs_readval.c,24,24
extr_linuxfsafsinternal.h_afs_proc_cell_setup.c,6,6
extr_linuxfsaffsnamei.c_affs_intl_toupper.c,16,16
extr_linuxfsafsinternal.h_afs_proc_init.c,6,6
extr_linuxfsafsdynroot.c_afs_dynroot_d_revalidate.c,7,7
extr_linuxfsafsinode.c_afs_iget5_pseudo_dir_test.c,7,7
extr_linuxfsautofsautofs_i.h___managed_dentry_set_managed.c,10,10
extr_linuxfsautofsdev-ioctl.c_autofs_dev_ioctl_protover.c,12,12
extr_linuxfsafsinternal.h_AFS_VNODE_TO_I.c,6,6
