name,static_instructions_case_int-bounds_O0,dynamic_instructions_case_int-bounds_O0
extr_darwin-xnubsdkernubc_subr.c_mach_to_bsd_errno.c,14,14
extr_radare2librasmarcharmarmass64.c_exception.c,14,14
extr_linuxdriversnetethernetqualcommrmnetrmnet_vnd.c_rmnet_vnd_dellink.c,15,15
extr_linuxdriversgpudrmexynosexynos_drm_gsc.c_gsc_get_prescaler_shfactor.c,26,26
extr_linuxdriversmediapcibt8xxdst.c_dst_get_tuning_algo.c,10,10
extr_linuxdriversinfinibandcorecma.c_cma_select_inet_ps.c,12,12
extr_linuxkernelparams.c_dash2underscore.c,12,12
extr_linuxdriversspispi-bcm-qspi.c_has_bspi.c,7,7
extr_linuxarcharmmach-s3c24xxpm-s3c2410.c_s3c2410_pm_add.c,11,11
extr_linuxdriversatasata_sil24.c_sil24_port_offset.c,8,8
extr_linuxnetschedsch_sfb.c_sfb_dump_class.c,10,10
extr_linuxdriversacpiapeighes.c_ghes_nmi_remove.c,5,5
extr_linuxsoundpcihdahda_local.h_get_wcaps_type.c,13,13
extr_linuxmmvmscan.c_set_memcg_congestion.c,7,7
extr_linuxkernelgcovbase.c___gcov_merge_add.c,6,6
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_SP_VS_CTRL_REG0_THREADMODE.c,9,9
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_4.h_iso8859_4_wctomb.c,18,18
extr_linuxdriversnetethernetqlogicqlcnicqlcnic.h_qlcnic_83xx_vf_check.c,25,25
extr_linuxtoolstestingselfteststimersalarmtimer-suspend.c_clockstring.c,14,14
extr_darwin-xnubsdnetpf.c_pool_sethiwat.c,9,9
extr_linuxtoolslibtraceeventevent-parse.h_tep_set_cpus.c,9,9
extr_netdatatestsprofilebenchmark-procfile-parser.c_pflines_reset.c,7,7
extr_php-srcextfileinfolibmagicmagic.c_magic_setflags.c,17,17
extr_linuxdriverspcihotplug..pci.h_pci_aer_init.c,7,7
extr_linuxdriversledsleds-tca6507.c_tca6507_probe_gpios.c,8,8
extr_kphp-kdblistslists-data.c_metafile_get_value.c,11,11
extr_kphp-kdblistslists-data.c_upcopy_object_id.c,6,6
extr_linuxdriversinfinibandhwhfi1debugfs.c__driver_stats_seq_stop.c,6,6
extr_wrksrcae.c_aeStop.c,7,7
extr_linuxsoundsoccodecswm8960.c_is_pll_freq_available.c,32,32
extr_linuxdriversinputmousetrackpoint.c_trackpoint_is_attr_available.c,27,27
extr_reactosbaseservicesnfsddaemon_debug.c_secflavorop2name.c,14,14
extr_hashcatsrcmodulesmodule_17900.c_module_init.c,203,203
extr_linuxdriversgpiogpio-msic.c_msic_gpio_to_oreg.c,13,13
extr_linuxdriversnetethernetaquantiaatlanticaq_ring.h_aq_ring_next_dx.c,15,15
extr_linuxdriversnetwirelessathwcn36xxdebug.h_wcn36xx_debugfs_exit.c,5,5
extr_linuxdriversvideofbdevcorefbcvt.c_fb_cvt_hperiod.c,44,44
extr_labenginecodenullnull_client.c_CL_Shutdown.c,7,7
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_SET_BIN_DATA5_5_XXX_ADDRESS_LO.c,9,9
extr_linuxdriversideide-xfer-mode.c_ide_xfer_verbose.c,42,42
extr_h2odepsmrubymrbgemsmruby-packsrcpack.c_mrb_mruby_pack_gem_final.c,5,5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_m2_Slot_inst_encode.c,7,7
extr_linuxdriversgpudrmatmel-hlcdcatmel_hlcdc_crtc.c_atmel_hlcdc_crtc_atomic_flush.c,6,6
extr_linuxdriverspcihotplugshpchp.h_get_slot.c,7,7
extr_darwin-xnubsdnetinetflow_divert.c_trie_child_map_alloc.c,13,13
extr_radare2libreggegg_Cfile.c_r_egg_Cfile_check_cEnv.c,38,38
extr_linuxdriversnetethernetmicrelksz884x.c_hw_dis_intr_bit.c,11,11
extr_macvimsrcif_py_both.h_ListLength.c,8,8
extr_linuxdriversttyseriallantiq.c_lqasc_set_mctrl.c,6,6
extr_linuxdriversgpudrmomapdrmdssdss.h_sdi_init_port.c,8,8
extr_linuxdriversttyserialtimbuart.c_timbuart_verify_port.c,8,8
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_REG_A5XX_VFD_DECODE_INSTR.c,8,8
extr_linuxdriversgpudrmstisti_hqvdp.c_sti_hqvdp_unbind.c,7,7
extr_linuxdriverspinctrlpinctrl-artpec6.c_artpec6_pconf_drive_field_to_mA.c,13,13
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_srl_Slot_xt_flix64_slot2_encode.c,7,7
extr_linuxtoolsperfbench..utildso.h_dso__is_vmlinux.c,19,19
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192cumac.c__rtl92c_evm_db_to_percentage.c,20,20
extr_linuxdriversstagingrtlwifiphydmphydm_rainfo.c_odm_rssi_monitor_check_mp.c,5,5
extr_linuxdriversscsiscsi.c_scsi_cmd_get_serial.c,17,17
extr_linuxfsbtrfstests..ctree.h_btrfs_file_extent_calc_inline_size.c,7,7
extr_linuxfsnfsfilelayout..internal.h_nfs_stateid_hash.c,6,6
extr_linuxdriversnetethernetqlogicqedqed_ll2.c_qed_ll2_get_error_choice.c,21,21
extr_linuxnetsunrpcauth_gssgss_mech_switch.c_mech_supports_pseudoflavor.c,13,13
extr_linuxdriversgpudrmqxlqxl_object.h_qxl_bo_gpu_offset.c,7,7
extr_SoftEtherVPNsrcCedarServer.c_SiLoadLicenseManager.c,6,6
extr_linuxfsxfslibxfsxfs_bit.c_xfs_bitmap_empty.c,17,17
extr_linuxarchpowerpcperfpower6-pmu.c_p6_limited_pmc_event.c,20,20
extr_linuxdriversnetwirelessathath6klhtc_pipe.c_htc_config_target_hif_pipe.c,6,6
extr_linuxdriversnetethernetchelsiocxgbcxgb2.c_speed_duplex_to_caps.c,14,14
extr_linuxkernelirqsettings.h_irq_settings_has_no_balance_set.c,8,8
extr_linuxarchsparckerneluprobes.c_arch_uretprobe_hijack_return_addr.c,19,19
extr_linuxdriversstagingwlan-ngp80211netdev.c_p80211knetdev_init.c,6,6
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_REG_A6XX_SP_FS_OUTPUT_REG.c,8,8
extr_linuxsoundfirewiretascamtascam-transaction.c_snd_fw_async_midi_port_init.c,13,13
extr_linuxdriversscsiscsi_error.c_scsi_eh_restore_cmnd.c,43,43
extr_linuxdriversscsiisciremote_device.c_is_remote_device_ready.c,16,16
extr_linuxnetcoredev.c_netdev_set_xmit_lockdep_class.c,7,7
extr_darknetsrccost_layer.c_get_cost_string.c,14,14
extr_linuxarchx86eventsinteluncore_nhmex.c_nhmex_bbox_hw_config.c,56,56
extr_gitcsum-file.c_crc32_end.c,9,9
extr_radare2librasmarcharcgnuarc-opc.c_ac_get_load_sdasym_insn_type.c,25,25
extr_linuxfscifsfile.c_cifs_get_disposition.c,17,17
extr_linuxarchm68katariatasound.c_atari_microwire_cmd.c,11,11
extr_linuxdriversdmadmaengine.h_dmaengine_desc_get_callback.c,18,18
extr_linuxsoundpciice1712pontis.c_wm_adc_vol_info.c,17,17
extr_linuxdriverspinctrlnomadikpinctrl-abx500.c_abx500_gpio_dbg_show_one.c,9,9
extr_obs-studiopluginsmac-capturemac-audio.c_convert_ca_speaker_layout.c,14,14
extr_linuxdriversgpudrmnouveaunouveau_dma.h_WIND_RING.c,9,9
extr_darwin-xnubsdnetnecp.c_necp_socket_get_flow_divert_control_unit.c,13,13
extr_linuxdriversdmaxgene-dma.c_xgene_dma_encode_len.c,11,11
extr_linuxblockblk-core.c_blk_queue_congestion_threshold.c,56,56
extr_gitcompatregexregex_internal.h_bitset_not.c,9,9
extr_darwin-xnuosfmki386commpagecommpage.c_commpage_update_atm_diagnostic_config.c,13,13
extr_toxcoretoxcorenet_crypto.c_set_buffer_end.c,14,14
extr_linuxarchpowerpckvmbook3s.h_kvmppc_emulate_tabort.c,6,6
extr_linuxdriversnetethernetintele100.c_e100_asf.c,14,14
extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_ascii_is_unsafe.c,22,22
extr_linuxarchunicore32mmfault.c_fsr_fs.c,11,11
extr_linuxdriverspinctrlpinctrl-single.c_pcs_pinconf_dbg_show.c,7,7
extr_radare2libriopio_qnx.c___lseek.c,9,9
extr_mimikatzmodulessqlite3_omit.c_robustFchown.c,8,8
extr_linuxdriversacpisysfs.c_fixed_event_count.c,8,8
extr_mpvinputinput.c_key_buf_add.c,14,14
extr_linuxdriversinfinibandhwqibqib_file_ops.c_usable.c,22,22
extr_linuxdriversnetethernetnetronomenfpbpfjit.c_cross_mem_access.c,40,40
extr_linuxdriversnetethernetchelsiocxgb3cxgb3_offload.c_dummy_neigh_update.c,6,6
extr_linuxdriversstagingwilc1000wilc_wlan.c_wilc_enable_tcp_ack_filter.c,7,7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mulsh_Slot_inst_encode.c,7,7
extr_linuxdriversmediausbgspcam5602m5602_ov7660.c_ov7660_stop.c,6,6
extr_libuvsrcunixno-fsevents.c_uv_fs_event_init.c,7,7
extr_reactoswin32ssprintingmonitorslocalmonxcv.c__HandleAddPort.c,8,8
extr_linuxdriversdmatxx9dmac.h_txx9dmac_chan_INTENT.c,6,6
extr_linuxdriversmediav4l2-corev4l2-dev.c_prio_is_valid.c,13,13
extr_linuxdriversiiomagnetometerst_magn.h_st_magn_allocate_ring.c,6,6
extr_darwin-xnuosfmkkerntask_policy.c_trequested_1.c,6,6
extr_linuxtoolsliblockdep......kernellockinglockdep.c_verbose.c,6,6
extr_labenginecodeqcommonq_shared.c_Long64Swap.c,22,22
extr_linuxdriversnetethernetchelsiocxgb4cxgb4.h_t4_is_inserted_mod_type.c,27,27
extr_linuxtoolstestingselftestsx86sigreturn.c_GDT3.c,9,9
extr_linuxdriversnetwirelesstiwl18xxmain.c_wl18xx_rdl_name.c,14,14
extr_linuxfslocks.c_lease_clear_pending.c,15,15
extr_linuxdriversnetethernetmarvellmvpp2mvpp2_main.c_mvpp2_rx_csum.c,18,18
extr_php-srcextfilterlogical_filters.c__php_filter_validate_ipv4.c,21,21
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mula_da_hh_ldinc_Slot_inst_encode.c,7,7
extr_opensslcryptopoly1305poly1305_ameth.c_poly1305_pkey_ctrl.c,9,9
extr_linuxfsxfslibxfsxfs_format.h_xfs_sb_good_v4_features.c,13,13
extr_xhyvesrctask_switch.c_data_desc.c,19,19
extr_darwin-xnuosfmkarm64lowmem_vectors.c_patch_low_glo_static_region.c,10,10
extr_linuxdriversnetwirelessathath10kusb.c_ath10k_usb_hif_map_service_to_pipe.c,23,23
extr_linuxdriversfirewirecore-device.c_is_fw_unit.c,11,11
extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_control_event.c,7,7
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192cetrx.c__rtl92c_query_rxpwrpercentage.c,12,12
extr_linuxnettipclink.c_tipc_link_peer_is_down.c,11,11
extr_linuxdriversgpudrmrockchiprockchip_drm_vop.h_scl_vop_cal_lb_mode.c,14,14
extr_linuxdriversttyserialaltera_jtaguart.c_altera_jtaguart_set_mctrl.c,6,6
extr_linuxfsjfsjfs_acl.h_jfs_init_acl.c,8,8
extr_linuxdriversdmamv_xor.c_mv_desc_init.c,32,32
extr_php-srcextmbstringlibmbflfiltersmbfilter_sjis_open.c_mbfl_filt_ident_sjis_open.c,19,19
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_A4XX_CP_DRAW_INDIRECT_0_VIS_CULL.c,9,9
extr_ijkplayerijkmediaijksdlandroidijksdl_codec_android_mediacodec_dummy.c_SDL_AMediaCodecDummy_isInputBuffersValid.c,12,12
extr_FFmpeglibavdevicebktr.c_catchsignal.c,8,8
extr_linuxdriversusbdwc3core.h_dwc3_otg_update.c,6,6
extr_linuxfsnfsdnfsd.h_nfsd4_is_junction.c,6,6
extr_linuxsoundusbusx2yusx2yhwdeppcm.c_snd_usX2Y_hwdep_pcm_vm_close.c,5,5
extr_linuxdriverslightnvmpblk.h_pblk_set_read_mode.c,24,24
extr_linuxkernelfork.c_mm_init_uprobes_state.c,5,5
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SP_VS_OUT_REG_B_REGID.c,9,9
extr_linuxdriversdmamic_x100_dma.c_mic_dma_hw_ring_dec.c,12,12
extr_linuxnetbridgenetfilter..br_private.h_br_multicast_querier_exists.c,7,7
extr_linuxnetbatman-advmulticast.h_batadv_mcast_forw_mode.c,8,8
extr_linuxdriversideide-devsets.c_set_ksettings.c,15,15
extr_linuxsoundsoccodecstas6424.c_tas6424_is_volatile_reg.c,12,12
extr_radare2librasmarchz80z80_tab.h_z80_ed_branch_index_res.c,43,43
extr_linuxdriversgpudrmnouveaunvkmsubdevfbramgk104.c_gk104_calc_pll_output.c,20,20
extr_linuxsoundhdahdmi_chmap.c_hdmi_chmap_cea_alloc_validate_get_type.c,14,14
extr_linuxarchpowerpcplatformsps3platform.h_ps3_repository_write_highmem_size.c,7,7
extr_linuxdriversnetwirelessbroadcombrcm80211brcmfmacdebug.c_brcmf_debugfs_get_devdir.c,8,8
extr_linuxdriversusbhostpci-quirks.h_usb_amd_pt_check_port.c,7,7
extr_linuxarchumdriversmmapper_kern.c_mmapper_ioctl.c,9,9
extr_FFmpeglibavutiltestsopt.c_test_get_name.c,6,6
extr_linuxdriversnetwirelessathath9kar9003_eeprom.c_ar9003_hw_get_thermometer.c,17,17
extr_redisdepshiredissds.c_hex_digit_to_int.c,18,18
extr_linuxdriversvfiovfio.c_vfio_device_data.c,7,7
extr_radare2librcorepanels.c_handle_tab_new.c,17,17
extr_linuxarchpowerpcperfmpc7450-pmu.c_mpc7450_threshold_use.c,23,23
extr_linuxdrivershwmong760a.c_rpm_from_cnt.c,16,16
extr_linuxnetrxrpcaf_rxrpc.c_rxrpc_kernel_check_life.c,8,8
extr_linuxdriversnetethernetmellanoxmlx5corefpgaipsec.h_mlx5_fpga_esp_destroy_xfrm.c,5,5
extr_linuxdriverspcicontrollerdwcpci-dra7xx.c_dra7xx_pcie_cpu_addr_fixup.c,8,8
extr_linuxarchx86kvmpmu.h_pmc_is_fixed.c,11,11
extr_linuxarchparisckernelmodule.c_reassemble_21.c,24,24
extr_linuxdriversusbchipideaudc.h_ci_hdrc_gadget_init.c,7,7
extr_linuxdriversnetwirelessathregd.c_ath_force_no_ir_chan.c,9,9
extr_php-srcextpcrepcre2libsljitsljitNativeTILEGX-encoder.c_get_Imm16_X0.c,10,10
extr_libuvsrcunixpipe.c_uv_pipe_pending_instances.c,6,6
extr_linuxfsoverlayfsutil.c_ovl_indexdir.c,10,10
extr_linuxarchpowerpckernelmachine_kexec_32.c_default_machine_kexec_prepare.c,6,6
extr_linuxsoundpcihdapatch_hdmi.c_nvhdmi_chmap_cea_alloc_validate_get_type.c,17,17
extr_linuxdriversusbcorehcd.c_is_root_hub.c,10,10
extr_linuxdriversnetwirelessinteliwlwifimvmmvm.h_iwl_mvm_vif_from_mac80211.c,11,11
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_addx2_Slot_inst_encode.c,7,7
extr_linuxdriverscharxilinx_hwicapxilinx_hwicap.h_hwicap_type_1_read.c,18,18
extr_linuxdriversnetfjesfjes_hw.c_fjes_hw_epid_is_shared.c,12,12
extr_linuxdriversmisccxlvphb.c_cxl_setup_msi_irqs.c,9,9
extr_linuxdriversmemoryti-aemif.c_aemif_cycles_to_nsec.c,13,13
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mula_dd_ll_ldinc_Slot_inst_encode.c,7,7
extr_linuxdriversmediausbgspcatouptek.c_gainify.c,12,12
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821ae..btcoexist..wifi.h_set_hal_stop.c,8,8
extr_linuxdriversgpudrmi915intel_acpi.c_intel_dsm_mux_type.c,12,12
extr_linuxsoundfirewirebebob..lib.h_rcode_is_permanent_error.c,17,17
extr_reactosbaseservicesdhcpcsvcdhcpdispatch.c_interface_link_status.c,6,6
extr_linuxdriversnetethernetemulexbenetbe_main.c_be_aic_update.c,17,17
extr_linuxdriversnetwirelessrealtekrtlwifirtl8723aedm.c_rtl8723e_dm_check_txpower_tracking.c,5,5
extr_labenginecodetoolslccsrcgen.c_notarget.c,15,15
extr_linuxdriversstagingrtlwifihalmachalmac_88xxhalmac_8822b....halmac_88xx..halmac_type.h_halmac_fw_validate.c,17,17
extr_linuxdriversnetethernetmellanoxmlxswspectrum_buffers.c_pool_index_get.c,16,16
extr_linuxdriversnetwirelessrealtekrtl8192cuos_deplinuxusb_ops_linux.c_usb_read_mem.c,8,8
extr_SoftEtherVPNsrcCedarClient.c_CiPulseRecvThread.c,6,6
extr_linuxnetnfcllcp_commands.c_llcp_tlv8.c,13,13
extr_anypixelfirmwarecontrollersrctextfuncs.c_TEXT_numToString.c,20,20
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_nsa_Slot_xt_flix64_slot0_encode.c,7,7
extr_linuxtoolstestingselftestsseccompseccomp_bpf.c_cont_handler.c,5,5
extr_linuxdriversnetethernetmellanoxmlxswspectrum_span.c_mlxsw_sp_span_entry_nop_deconfigure.c,5,5
extr_linuxdriversinfinibandhwhfi1chip.h_idx_from_vl.c,10,10
extr_linuxdriversmediausbgspcadtcs033.c_sd_init.c,6,6
extr_linuxfsbad_inode.c_bad_inode_unlink.c,8,8
extr_linuxfsnfsblocklayoutdev.c_bl_map_simple.c,24,24
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_46.c,22,22
extr_darwin-xnuosfmkarmpmap.c_pmap_set_noencrypt.c,5,5
extr_gitapply.c_to_be_deleted.c,10,10
extr_linuxdriversttyserialbcm63xx_uart.c_bcm_uart_request_port.c,6,6
extr_linuxdriverscryptoccpccp-crypto-rsa.c_ccp_check_key_length.c,11,11
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_bf_Slot_inst_encode.c,7,7
extr_linuxdriversttyserialsb1250-duart.c_sbd_verify_port.c,39,39
extr_linuxfsnfsflexfilelayout..pnfs.h_nfs4_layoutreturn_refresh_stateid.c,8,8
extr_reactosdllwin32jscriptregexp.c_GetCompactIndexWidth.c,12,12
extr_linuxdriverswatchdogbcm_kona_wdt.c_bcm_kona_wdt_set_timeout.c,10,10
extr_kphp-kdbKPHPphp-engine.c_stop_forwarding_response.c,6,6
extr_reactossdklib3rdpartylibxml2tree.c_xmlSetDocCompressMode.c,16,16
extr_kphp-kdbmsg-searchmsg-search-binlog.c_set_log_data.c,10,10
extr_linuxdriversnetethernethisiliconhns3hns3vfhclgevf_cmd.c_hclgevf_ring_space.c,23,23
extr_linuxdriversmediadvb-frontendsaf9013.c_af9013_get_tune_settings.c,13,13
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_force64.c,7,7
extr_linuxdriversgpudrmradeonradeon_device.c_radeon_check_pot_argument.c,13,13
extr_h2olibhandlerreproxy.c_on_send.c,9,9
extr_h2olibhandlerconfiguratorfastcgi.c_on_config_exit.c,14,14
extr_linuxnetwirelesslib80211_crypt_tkip.c_Hi16.c,7,7
extr_linuxdriversnetethernetmellanoxmlx5coreacceltls.h_mlx5_accel_is_tls_device.c,6,6
extr_radare2librasmarchhexagongnuhexagon-opc.c_hexagon_get_opcode_mach.c,7,7
extr_linuxdriversnetusbsmsc75xx.c_smsc75xx_manage_power.c,11,11
extr_FFmpeglibavcodecwavpackenc.c_reverse_mono_decorr.c,13,13
extr_linuxdriversinfinibandswrxerxe_queue.h_advance_consumer.c,14,14
extr_linuxdriversgpudrmamdpowerplayhwmgrpp_psm.c_psm_get_state_by_classification.c,21,21
extr_linuxdriversnetethernetfreescalefs_enetmac-fec.c_tx_restart.c,5,5
extr_linuxdriversmediaplatformdavincidm355_ccdc.c_ccdc_set_buftype.c,12,12
extr_php-srcextopcachejitdynasmminilua.c_isnumeral.c,14,14
extr_linuxdrivershwmontmp102.c_tmp102_mC_to_reg.c,10,10
extr_linuxdriversmiscsgi-grugrufault.c_is_gru_paddr.c,17,17
extr_darwin-xnuosfmkkernzalloc.c_mach_zone_force_gc.c,11,11
extr_linuxdriversnetwirelessinteliwlwifipcieinternal.h_iwl_trans_pcie_dbgfs_register.c,6,6
extr_linuxtoolsperfutilintel-pt-decoder..cpumap.h_cpu_map__id_to_socket.c,7,7
extr_linuxdriversgpudrmpanelpanel-samsung-ld9040.c_ld9040_clear_error.c,11,11
extr_linuxdriversvideofbdevs1d13xxxfb.c_s1d13xxxfb_setup_truecolour.c,22,22
extr_disquedepslinenoiselinenoise.c_linenoiseSetCompletionCallback.c,7,7
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_35.c,12,12
extr_linuxdriversinputtouchscreenedt-ft5x06.c_edt_ft5x06_ts_set_regs.c,22,22
extr_darwin-xnuosfmkvmvm_pageout.c_upl_set_iodone_error.c,14,14
extr_linuxdriverscharmbcs.c_mbcs_pioaddr.c,11,11
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_MEM_TO_REG_1_SRC.c,9,9
extr_linuxdriversmediapcitw5864tw5864-h264.c_bs_init.c,21,21
extr_radare2librbinmanglingcxxcp-demangle.c_d_print_error.c,7,7
extr_linuxdriversvideofbdevffb.c_ffb_fixup_var_rgb.c,21,21
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821ae..btcoexist..wifi.h_is_hal_stop.c,11,11
extr_linuxdriversgpudrmamddisplaydcdce110dce110_timing_generator_v.c_dce110_timing_generator_v_disable_vga.c,5,5
extr_timescaledbsrcbgwjob_stat.c_ts_bgw_job_stat_should_execute.c,7,7
extr_linuxkernelrcusrcutree.c_srcu_batches_completed.c,7,7
extr_linuxdriversgpudrmmediatekmtk_hdmi.c_mtk_hdmi_aud_get_chnl_count.c,13,13
extr_linuxsoundsoccodecsbt-sco.c_bt_sco_remove.c,6,6
extr_linuxdriversnetwirelessathath5kath5k.h_ath5k_hw_common.c,6,6
extr_linuxdriversdmapl330.c__manager_ns.c,13,13
extr_emscriptentestsopenjpeglibopenjpegcio.c_cio_skip.c,10,10
extr_linuxdriversthermalda9062-thermal.c_da9062_thermal_get_mode.c,14,14
extr_darwin-xnubsdmiscfsdevfsdevfs_fdesc_support.c_fdesc_pathconf.c,15,15
extr_linuxdriversnetwirelessathath10kdebug.h_ath10k_sta_update_rx_tid_stats_ampdu.c,9,9
extr_linuxdriversacpiacpicautdecode.c_acpi_ut_get_mutex_name.c,12,12
extr_darwin-xnuosfmkprngprng_random.c_write_random.c,7,7
extr_mimikatzmodulessqlite3_omit.c_et_getdigit.c,12,12
extr_reactosmodulesrosappsapplicationsscreensaversmatrixmatrix.c_GlyphIntensity.c,8,8
extr_hashcatsrcmodulesmodule_15700.c_module_init.c,203,203
extr_reactosdllwin32msiaction.c_msi_get_feature_action.c,14,14
extr_linuxdriversvideofbdevskeletonfb.c_xxxfb_blank.c,7,7
extr_linuxsoundpcies1938.c_snd_es1938_free_gameport.c,5,5
extr_linuxsoundsocintelhaswell..commonsst-dsp-priv.h_sst_dsp_get_thread_context.c,7,7
extr_linuxdrivershwmonf71805f.c_pwm_mode_from_reg.c,12,12
extr_linuxsoundpciice1712juli.c_juli_set_mclk.c,8,8
extr_linuxdriversw1w1.c_w1_master_match.c,7,7
extr_linuxnetmac80211wme.c_ieee80211_fix_reserved_tid.c,11,11
extr_swayswaycriteria.c_skip_spaces.c,10,10
extr_linuxdriversstagingfwserialfwserial.c_fwtty_throttle.c,12,12
extr_kittyglfwnull_window.c__glfwPlatformSetCursor.c,6,6
extr_linuxtoolsperfutilpython.c_test_attr__open.c,10,10
extr_linuxdriversgpuhost1xhwhw_host1x02_uclass.h_host1x_uclass_wait_syncpt_base_base_indx_f.c,8,8
extr_FFmpeglibavutilthreadmessage.c_av_thread_message_queue_set_err_recv.c,6,6
extr_linuxdriversinfinibandhwqibqib_iba6120.c_qib_6120_nointr_fallback.c,6,6
extr_linuxdriversstagingrtl8188eucorertw_recv.c_process_wmmps_data.c,6,6
extr_linuxarchx86kernelapicapic_noop.c_noop_get_apic_id.c,6,6
extr_linuxnetschedcls_route.c_route4_hash_iif.c,9,9
extr_linuxdriversnetwirelessathath9kath9k.h_ath9k_beacon_add_noa.c,7,7
extr_linuxlibchecksum.c_from32to16.c,19,19
extr_linuxdriversinfinibandhwnesnes_cm.c_record_ird_ord.c,23,23
extr_linuxdriversmediadvb-frontendsas102_fe.c_as102_fe_get_tune_settings.c,9,9
extr_FFmpeglibavutilopt.c_get_bool_name.c,14,14
extr_linuxdriversclktiadpll.c_ti_adpll_get_parent.c,6,6
extr_obs-studiolibobs-openglgl-subsystem.h_convert_gs_blend_type.c,14,14
extr_linuxdriverscryptoqatqat_dh895xccadf_dh895xcc_hw_data.c_get_ae_mask.c,8,8
extr_linuxnetieee8021546lowpanrx.c_lowpan_is_fragn.c,11,11
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_excsave2_Slot_inst_encode.c,7,7
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PIPE_SRC_SIZE_HEIGHT.c,9,9
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mula_dd_hh_lddec_Slot_inst_encode.c,7,7
extr_opensslcryptoconfconf_mod.c_CONF_imodule_set_usr_data.c,9,9
extr_linuxdriversgpudrmamdpowerplaysmumgriceland_smumgr.c_iceland_get_mclk_frequency_ratio.c,14,14
extr_darwin-xnuosfmkarmcommpagecommpage.c_commpage_update_atm_diagnostic_config.c,7,7
extr_torch7libTHTHMath.h_TH_lerp.c,13,13
extr_linuxkernelirqpm.c_irq_pm_remove_action.c,26,26
extr_linuxdriversdmasprd-dma.c_sprd_dma_get_step.c,13,13
extr_linuxdriversscsiqla2xxxtcm_qla2xxx.c_tcm_qla2xxx_set_default_node_attrs.c,5,5
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_FS_RENDER_COMPONENTS_RT1.c,9,9
extr_linuxdrivershidhid-input.c_match_index.c,12,12
extr_reactosdllwin32msadp32.acmmsadp32.c_ADPCM_drvOpen.c,6,6
extr_linuxarchpowerpcplatformspseries........driverspcipci.h_pci_restore_ats_state.c,5,5
extr_linuxnetsctpstream_sched.c_sctp_sched_fcfs_set.c,9,9
extr_reactosmodulesrostestswinetestsgdi32bitmap.c_setup_picture.c,18,18
extr_linuxfs9pcache.h_v9fs_readpage_to_fscache.c,6,6
extr_obs-studiolibobsobs-source-deinterlace.c_uint64_diff.c,13,13
extr_linuxdriversusbhostdwc_otgdwc_otg_hcd_ddma.c_desclist_idx_inc.c,19,19
extr_linuxkernelschedcore.c_sched_tick_start.c,5,5
extr_linuxdriversnetwirelessbroadcomb43legacyb43legacy.h_hw_to_b43legacy_wl.c,7,7
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SSBO_1_0_WIDTH.c,9,9
extr_SoftEtherVPNsrcCedarServer.c_SiSetDefaultHubOption.c,30,30
extr_linuxmmpage-writeback.c_wb_min_max_ratio.c,17,17
extr_linuxkernelschedcpupri.c_convert_prio.c,20,20
extr_linuxdriversmediausbcx231xxcx231xx.h_norm_maxw.c,11,11
extr_linuxkernelschedpelt.h_update_dl_rq_load_avg.c,8,8
extr_radare2librcryptopcrypto_rc2.c_rc2_get_key_size.c,6,6
extr_linuxnetsunrpccache.c_create_cache_proc_entries.c,7,7
extr_reactosmodulesrosappsapplicationsnettsclientrdesktoprdpsnd_libao.c_wave_out_format_supported.c,13,13
extr_linuxarchx86kvmx86.c_kvm_track_tsc_matching.c,5,5
