name,static_instructions_case_big-arr_O0,dynamic_instructions_case_big-arr_O0
extr_linuxdriversnvmetarget..hostnvme.h_nvme_mpath_alloc_disk.c,7,7
extr_linuxdrivershwmonnct6775.c_fan_from_reg8.c,13,13
extr_linuxdriversinfinibandulpipoibipoib.h_ipoib_cm_handle_tx_wc.c,6,6
extr_reactosdlldirectxwinewined3darb_program_shader.c_arbfp_alloc_context_data.c,6,6
extr_linuxdriversnetethernetqlogicqedqed_ooo.h_qed_ooo_add_new_isle.c,9,9
extr_linuxdriversssbssb_private.h_ssb_watchdog_register.c,6,6
extr_numpynumpylinalglapack_litef2c_blas.c_ddot_.c,24,24
extr_linuxnetcoredev.c_dev_pick_tx_zero.c,9,9
extr_php-srcsapiphpdbgphpdbg.c_php_sapi_phpdbg_header_handler.c,8,8
extr_linuxarchs390kernelptrace.c_task_user_regset_view.c,6,6
extr_linuxnetcephauth_none.c_reset.c,10,10
extr_linuxnetbatman-advdistributed-arp-table.h_batadv_dat_drop_broadcast_packet.c,7,7
extr_emscriptentestssqlitesqlite3.c_clearYMD_HMS_TZ.c,11,11
extr_mpvaudioformat.c_af_fmt_to_str.c,14,14
extr_libuvsrcunixlinux-syscalls.c_uv__pipe2.c,9,9
extr_opensslcryptoecec_curve.c_EC_get_builtin_curves.c,24,24
extr_linuxkernelschedsched.h___dl_overflow.c,26,26
extr_linuxarchshoprofilebacktrace.c_backtrace_stack.c,7,7
extr_kphp-kdblistslists-data.c_object_id_less.c,11,11
extr_reactosdlldirectxwinewined3dwined3d_private.h_wined3d_resource_access_is_managed.c,15,15
extr_linuxdriversrtcrtc-cmos.c_cmos_read_bank2.c,8,8
extr_kittyglfwnull_window.c__glfwPlatformSetCursorMode.c,6,6
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmulelao.h_mulelao_wctomb.c,23,23
extr_linuxdriversmdbcachesysfs.c_bch_cache_set_internal_release.c,5,5
extr_linuxdriversresetreset-a10sr.c_a10sr_reset_shift.c,23,23
extr_linuxdriversregulatorlp872x.c_lp872x_is_valid_buck_addr.c,11,11
extr_linuxtoolstestingselftestsbreakpointsbreakpoint_test_arm64.c_sigalrm.c,5,5
extr_linuxdriversnetwirelessathcarl9170tx.c_carl9170_tx_cts_check.c,22,22
extr_linuxfs9pcache.h_v9fs_uncache_page.c,6,6
extr_linuxkernelschedsched.h_task_current.c,12,12
extr_radare2shlrwindbgwindbg.c_windbg_break_read.c,6,6
extr_linuxdriversscsiisciinit.c_isci_user_parameters_get.c,27,27
extr_linuxdriversnetwirelessinteliwlegacycommon.h_il_print_rx_config_cmd.c,5,5
extr_linuxkernelirqsettings.h_irq_settings_set_noprobe.c,9,9
extr_linuxdriversnfcst95hfcore.c_st95hf_tg_listen.c,9,9
extr_linuxdriversgpudrmamdamdgpudce_v10_0.c_dce_v10_0_set_clockgating_state.c,7,7
extr_linuxdriversnetwirelessathath6klhtc_mbox.c_ath6kl_htc_rx_update_stats.c,19,19
extr_linuxdriversnetwirelessathath9kmci.c_ath9k_mci_stomp_audio.c,23,23
extr_linuxdriversnetwirelessstcw1200sta.c_cw1200_ampdu_action.c,9,9
extr_linuxarchx86platformuvuv_irq.c_uv_noop.c,5,5
extr_linuxdriversnetethernetchelsiocxgb3t3_hw.c_init_cong_ctrl.c,134,134
extr_kphp-kdbcopyexeccopyexec-binlog.c_swap_exit_signal_bytes.c,28,28
extr_linuxdriversusbearly..hostpci-quirks.h_usb_disable_xhci_ports.c,5,5
extr_linuxdriversstagingmt7621-pci....pcipci.h_pci_restore_ats_state.c,5,5
extr_linuxdriversssbscan.c_ssb_core_name.c,14,14
extr_linuxdriversnetwirelessathath6klusb.c_ath6kl_usb_cleanup_scatter.c,5,5
extr_obs-studiolibobsobs-data.c_obs_data_array_count.c,12,12
extr_linuxkernelbpfverifier.c_check_map_prealloc.c,22,22
extr_linuxdriversvideofbdevmatroxg450_pll.c_pll_freq_delta.c,13,13
extr_linuxarchmipsath79early_printk.c_prom_putchar_dummy.c,6,6
extr_mimikatzmodulessqlite3_omit.c_memjrnlFileSize.c,13,13
extr_linuxarchpowerpcperfppc970-pmu.c_p970_marked_instr_event.c,51,51
extr_linuxnetsctpstream_sched.c_sctp_sched_fcfs_init_sid.c,8,8
extr_linuxdriversplatformx86acerhdf.c_acerhdf_get_crit_temp.c,10,10
extr_linuxarchx86kernelcputopology.c_detect_extended_topology.c,6,6
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_RB_BIN_OFFSET_X.c,9,9
extr_linuxdriversgpudrmamdamdgpuamdgpu_atombios.c_cail_pll_read.c,7,7
extr_linuxdriversnetwirelessinteliwlwififwdbg.h_iwl_fw_cancel_timestamp.c,5,5
extr_linuxmmlist_lru.c_memcg_init_list_lru.c,7,7
extr_redisdepsjemalloctestunithooks.c_func_to_hook.c,8,8
extr_redisdepsjemallocsrcrtree.c_rtree_leaf_valid.c,10,10
extr_linuxkernelbpfarraymap.c_fd_array_map_lookup_elem.c,7,7
extr_linuxfsnotifyinotifyinotify_user.c_inotify_arg_to_mask.c,17,17
extr_reactosdllwin32mspatchamspatcha_main.c_ReadByte.c,22,22
extr_linuxdriversgpudrmradeonrs780_dpm.c_rs780_dpm_setup_asic.c,5,5
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacstf.c_brcms_c_stf_detach.c,5,5
extr_linuxdriversnetwirelessathwil6210debugfs.c_wil_bfstatus_str.c,21,21
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_bbci_Slot_inst_encode.c,7,7
extr_linuxmmkasan..slab.h_memcg_charge_slab.c,9,9
extr_linuxdriversgpudrmi915i915_gpu_error.c_purgeable_flag.c,10,10
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_GRAS_CL_GB_CLIP_ADJ_HORZ.c,9,9
extr_linuxtoolsperfbenchmem-functions.c_timeval2double.c,12,12
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_sriov.h_bnx2x_iov_free_mem.c,5,5
extr_linuxdriversiioaccelmxc4005.c_mxc4005_is_readable_reg.c,12,12
extr_linuxdriversnetwirelessathath10kmac.c_ath10k_mac_get_vht_cap_bf_sound_dim.c,20,20
extr_nodemcu-firmwareappsqlite3sqlite3.c_sqlite3_value_subtype.c,16,16
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_VS_OUT_REG_B_COMPMASK.c,9,9
extr_stbtools..stb.h_stb_bitset_unioneq_changed.c,30,5113
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_cmn.h_bnx2x_set_fw_mac_addr.c,32,32
extr_linuxdriversgpudrmmsmdispdpu1dpu_plane.c__dpu_plane_init_debugfs.c,6,6
extr_linuxdriversusbdwc2hcd.h_dbg_qh.c,19,19
extr_linuxdriversiommuintel-iommu.c_context_copied.c,14,14
extr_linuxdriversdmadw-axi-dmacdw-axi-dmac.h_dchan2dev.c,7,7
extr_linuxarcharmmmfault.c_do_bad.c,8,8
extr_linuxarchx86bootcmdline.c_myisspace.c,11,11
extr_linuxsoundpcictxfictresource.c_rsc_master.c,9,9
extr_linuxtoolsperfuitui....util..utiltarget.h_target__has_task.c,13,13
extr_linuxarchpowerpckvmbook3s_32_mmu_host.c_kvmppc_sid_hash.c,55,55
extr_linuxdriverscryptoccreecc_pm.h_cc_pm_init.c,6,6
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_HLSQ_CS_NDRANGE_0_LOCALSIZEX.c,9,9
extr_linuxdriversnetwirelessrealtekrtlwifibtcoexistrtl_btc.c_rtl_get_hwpg_bt_exist.c,7,7
extr_linuxdriverspcipci.h_pci_has_subordinate.c,12,12
extr_emscriptensystemliblibcmuslsrcctypeisblank.c___ctype_b_loc.c,15,15
extr_darwin-xnubsdnetinetip_input.c_inaddr_hashval.c,9,9
extr_linuxdriversthermalpower_allocator.c_reset_pid_controller.c,9,9
extr_labq3map2libsmathlibmathlib.c__Vector5Scale.c,32,32
extr_xhyvesrcvmmiovrtc.c_divider_enabled.c,11,11
extr_opensslcryptogmacgmac.c_gmac_size.c,6,6
extr_reactosdllwin32mmdrvmidi.c_GetMidiLength.c,11,11
extr_radare2librasmarcharcgnuarc-opc.c_ac_lpcc_insn.c,19,19
extr_linuxarchx86kvmmtrr.c_var_mtrr_range.c,24,24
extr_linuxarchumdriversline.c_line_set_termios.c,6,6
extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_fill_netmask.c,25,297
extr_linuxkernellockinglockdep_internals.h_lockdep_count_forward_deps.c,6,6
extr_linuxdriversmediapciddbridgeddbridge-core.c_ddb_release.c,14,14
extr_micropythonportsteensyhal_ftm.c_HAL_FTM_PWM_Start.c,6,6
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_SP_VS_VPC_DST_REG_OUTLOC2.c,9,9
extr_linuxfsxfslibxfsxfs_rmap.c_xfs_rmap_is_mergeable.c,18,18
extr_radare2librasmpasm_sh.c_symbol_at_address.c,7,7
extr_FFmpeglibavfilterasrc_anoisesrc.c_violet_filter.c,18,18
extr_linuxdriversvideofbdevpxa168fb.c_to_rgb.c,22,22
extr_linuxsoundisasbemu8000_callback.c_snd_emu8000_ops_setup.c,9,9
extr_linuxarchx86eventsinteluncore.h_uncore_pmc_fixed.c,10,10
extr_h2odepsmrubymrbgemsmruby-exitsrcmruby-exit.c_mrb_mruby_exit_gem_final.c,5,5
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_SP_VS_OBJ_OFFSET_REG_SHADEROBJOFFSET.c,9,9
extr_radare2librasmarcharmarmass.c_findyz.c,36,57660
extr_linuxdriversnetwirelessathath9kath9k.h_ath9k_deinit_wow.c,5,5
extr_linuxsoundpcica0106ca0106_mixer.c_snd_ca0106_volume_info.c,16,16
extr_linuxnetwirelesssysfs.c_wiphy_uevent.c,7,7
extr_linuxsoundusbusx2yusbusx2y.c_i_usX2Y_Out04Int.c,5,5
extr_linuxarchmipsmath-emuieee754int.h_ieee754_class_nan.c,10,10
extr_darwin-xnubsdnetinettcp_cubic.c_tcp_cubic_clear_state.c,26,26
extr_timescaledbsrctelemetrytelemetry.c_char_in_valid_version_digits.c,12,12
extr_linuxdriversgpudrmexynosexynos_dp.c_exynos_dp_nop.c,5,5
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_REG_A6XX_VPC_SO_FLUSH_BASE_LO.c,7,7
extr_linuxdriversthunderboltswitch.c_tb_port_type.c,15,15
extr_tenginesrccorengx_string.c_ngx_hextoi.c,39,39
extr_darwin-xnubsdnfsnfs4_subs.c_nfs4_ace_nfsflags_to_vfsflags.c,35,35
extr_linuxdriversdmaqcom..dmaengine.h_dmaengine_desc_callback_valid.c,11,11
extr_linuxdriversnetethernetmellanoxmlxswspectrum.c_mlxsw_sp_port_connector_port.c,31,31
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_VFD_DECODE_INSTR.c,8,8
extr_radare2librcoregraph.c_agraph_toggle_callgraph.c,17,17
extr_linuxfsgfs2ops_fstype.c_set_meta_super.c,8,8
extr_linuxarcharmmach-pxaraumfeld.c_power_supply_init.c,6,6
extr_zstdtestsparamgrill.c_nextStrategy.c,20,20
extr_libuvsrcunixos390.c_uv_loadavg.c,14,14
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_DTV_DISPLAY_HCTRL_START.c,9,9
extr_linuxfsminixdir.c_minix_last_byte.c,17,17
extr_kphp-kdblistslists-data.c_store_value.c,18,18
extr_linuxdriversgpudrmamdamdgpudf_v1_7.c_df_v1_7_init.c,5,5
extr_ccvlibcuda..ccv.h_ccv_rect.c,18,18
extr_linuxtoolsliblockdep......kernellockinglockdep_internals.h_lockdep_count_forward_deps.c,6,6
extr_linuxdriversgpudrmradeonradeon_vm.c_radeon_vm_num_pdes.c,9,9
extr_linuxdriversgpiogpiolib.h_gpiochip_sysfs_register.c,6,6
extr_nodemcu-firmwareappcoapnode.c_coap_peek_next.c,10,10
extr_reactosdlldirectxwineddrawpalette.c_palette_size.c,18,18
extr_linuxdriversgpudrmamdamdgpuvi.c_vi_common_wait_for_idle.c,6,6
extr_linuxmmzsmalloc.c_migrate_lock_init.c,5,5
extr_raspberry-pi-osexerciseslesson042rssrcprintf.c_a2d.c,17,17
extr_linuxtoolsperfutildata.h_perf_data__is_write.c,11,11
extr_linuxnetwirelesslib80211_crypt_tkip.c_RotR1.c,10,10
extr_linuxdriversmediadvb-frontendsdvb_dummy_fe.c_dvb_dummy_fe_read_signal_strength.c,9,9
extr_emscriptensystemliblibcmuslsrcthreadcancel_dummy.c_sccp.c,12,12
extr_linuxdriversmediatunersmxl5005s.c_MXL_SynthRFTGLO_Calc.c,32,32
extr_php-srcsapiclips_title.c_cleanup_ps_args.c,7,7
extr_linuxdriversnetwirelessrndis_wlan.c_rndis_akm_suite_to_key_mgmt.c,18,18
extr_linuxipcshm.c_is_file_shm_hugepages.c,11,11
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_byte_row_cns11643.c,12,12
extr_linuxtoolstestingselftestsvmhugepage-mmap.c_write_bytes.c,9,9
extr_linuxdriversttyserialicom.c_icom_type.c,6,6
extr_reactosdllwin32netapi32user.c_GetAccountControl.c,51,51
extr_linuxnetbluetoothleds.h_hci_leds_init.c,5,5
extr_linuxarchia64mmtlb.c_spinaphore_init.c,11,11
extr_linuxfsnfsflexfilelayout..pnfs.h_pnfs_report_layoutstat.c,7,7
extr_darwin-xnubsdvfskpi_vfs.c_vnode_vfsstatfs.c,7,7
extr_linuxfsread_write.c_no_llseek.c,9,9
extr_numpynumpycoresrcmultiarraydatetime.c_get_datetime_units_factor.c,15,15
extr_linuxdriversnetwirelessmediatekmt7601umain.c_mt7601u_sta_notify.c,8,8
extr_linuxdriversusbgadgetudcpxa27x_udc.c_inc_ep_stats_bytes.c,14,14
extr_wcdbandroidsqlciphersqlite3.c_sqlite3_expired.c,18,18
extr_reactosdllwin32msidialog.c_msi_mask_editable.c,29,29
extr_linuxdriversnetwirelessbroadcomb43legacypio.h_b43legacy_pio_free.c,5,5
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_VFD_CONTROL_3_REGID_TESSY.c,9,9
extr_linuxdriversnetethernetnetronomenfpbpfjit.c_pack_immed.c,20,20
extr_radare2librcoretask.c_tasks_lock_block_signals_reset.c,5,5
extr_linuxdriversxenxen-pcibackconf_space.c_xen_pcibios_err_to_errno.c,14,14
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_INTF_HSYNC_CTL_PERIOD.c,9,9
extr_linuxarchpowerpcplatformspseries........driverspcipci.h_devm_of_pci_get_host_bridge_resources.c,13,13
extr_obs-studiolibobsobs-data.c_obs_data_item_total_size.c,14,14
extr_tenginesrchttpngx_http_upstream.c_ngx_http_upstream_non_buffered_filter_init.c,6,6
extr_tenginesrceventngx_event_connect.c_ngx_event_get_peer.c,7,7
extr_linuxdriversttyserialmps2-uart.c_mps2_uart_release_port.c,5,5
extr_linuxdriversscsivirtio_scsi.c_virtio_scsi_host.c,7,7
extr_linuxdriversnetethernetmellanoxmlx4main.c_mlx4_get_parav_qkey.c,23,23
extr_linuxsoundi2cotherak4114.c_snd_ak4114_spdif_info.c,12,12
extr_php-srcextpcrepcre2libsljitsljitNativeTILEGX-encoder.c_get_SrcB_Y0.c,10,10
extr_linuxarcharmmach-pxapxa3xx-ulpi.c_pxa310_start_otg_hc.c,6,6
extr_linuxsoundisasc6000.c_sc6000_irq_to_softcfg.c,14,14
extr_linuxarchx86mmpat_internal.h_rbt_memtype_check_insert.c,7,7
extr_linuxdriversinfinibandhwcxgb4cm.c___state_set.c,9,9
extr_reactossdklib3rdpartylibwin-iconvwin_iconv.c_must_use_null_useddefaultchar.c,53,53
extr_reactosdriversfilesystemsext2srcext3htree.c_ext3_release_dir.c,7,7
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_io.c_qlcnic_83xx_is_lb_pkt.c,17,17
extr_linuxnetnetfilterx_tables.c_verdict_ok.c,10,10
extr_linuxdriversmfdab8500-sysctrl.c_ab8500_sysctrl_probe.c,12,12
extr_reactoswin32ssgdidibdib_new.c_Dummy_ColorFill.c,8,8
extr_emscriptentestsnbody-javanative_java_lang_Double.c_java_lang_Double_doubleToLongBits___double.c,8,8
extr_libgit2srctransportslocal.c_local_is_connected.c,9,9
extr_linuxdriversmediatunersr820t.c_r820t_read_cache_reg.c,19,19
extr_tenginesrcosunixngx_socket.c_ngx_tcp_push.c,6,6
extr_linuxblockcfq-iosched.c_cfq_lookup_cfqg.c,8,8
extr_mpvdemuxebml.c_ebml_parse_length.c,56,56
extr_linuxdriversperfarm-ccn.c_arm_ccn_pmu_type_eq.c,12,12
extr_linuxsoundppcburgundy.c_snd_pmac_burgundy_info_switch_w.c,23,23
extr_gitrefsiterator.c_is_empty_ref_iterator.c,11,11
extr_linuxarchpowerpcplatformspowernv........driverspcipci.h_pci_aer_exit.c,5,5
extr_kphp-kdbtargtarg-data.h_ad_is_ancient.c,12,12
extr_linuxdriversttyserialar933x_uart.c_ar933x_uart_release_port.c,5,5
extr_linuxfsdlmlowcomms.c_save_listen_callbacks.c,20,20
extr_labenginecodebspcmap_q2.c_MarkVisibleBrushSides.c,10,10
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_eps2_Slot_inst_encode.c,7,7
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VPC_ATTR_LMSIZE.c,9,9
extr_obs-studiolibobsutilprofiler.c_profiler_snapshot_entry_overall_count.c,12,12
extr_opensslcryptoasyncasync_wait.c_ASYNC_WAIT_CTX_set_status.c,10,10
extr_linuxlibzlib_deflatedeflate.c_zlib_deflateEnd.c,29,29
extr_hashcatsrcmodulesmodule_11200.c_module_init.c,203,203
extr_linuxdriversnetwirelessquantennaqtnfmaccore.c_qtnf_is_frame_meta_magic_valid.c,13,13
extr_radare2shlrzipzipzip_utf-8.c__zip_unicode_to_utf8_len.c,12,12
extr_php-srcextopcachezend_file_cache.c_zend_file_cache_flock.c,7,7
extr_linuxsoundsocsunxisun4i-i2s.c_sun8i_i2s_rd_reg.c,11,11
extr_php-srcextpcrepcre2libsljitsljitNativeTILEGX-encoder.c_get_SrcA_Y0.c,10,10
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_immrx4_encode.c,16,16
extr_linuxdriversscsibe2iscsibe_cmds.h_embedded_payload.c,7,7
extr_emscriptentestsnbody-javajava_io_InvalidClassException.c___DELETE_java_io_InvalidClassException.c,6,6
extr_linuxdriversxen..pcipci.h_pci_has_subordinate.c,12,12
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_CX_DBGC_CFG_DBGBUS_BYTEL_0_BYTEL0.c,9,9
extr_linuxsoundpciice1712se.c_se200pci_WM8740_init.c,5,5
extr_opensslcryptoececp_nistp224.c_felem_one.c,13,13
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_20nm_PHY_TIMING_CTRL_1_CLK_TRAIL.c,9,9
extr_linuxdriversgpudrmmsmdispmdp5mdp5_plane.c_plane_enabled.c,7,7
extr_linuxdrivershidhid-picolcd.h_picolcd_leds_set.c,5,5
extr_linuxdriversinputtouchscreenchipone_icn8318.c_icn8318_touch_active.c,17,17
extr_netdatawebapiqueriesstddevstddev.c_variance.c,13,13
extr_linuxdriversnetwirelessrealtekrtlwifibtcoexisthalbtcoutsrc.c_exhalbtc_init_hw_config_wifi_only.c,5,5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_l32r_Slot_xt_flix64_slot0_encode.c,7,7
extr_masscansrcrte-ring.c_rte_ring_set_water_mark.c,17,17
extr_linuxarchx86kvmx86.c_is_vmware_backdoor_opcode.c,17,17
extr_php-srcextpcrepcre2libsljitsljitNativeX86_common.c_get_jump_code.c,13,13
extr_linuxdriversvideofbdevvalkyriefb.c_set_valkyrie_clock.c,5,5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_olt_s_Slot_inst_encode.c,7,7
extr_reactosdlldirectxwined3dx9_36mesh.c_dword_to_udec3.c,21,21
extr_linuxdriversnetethernetsfcfalconefx.c_ef4_link_set_wanted_fc.c,27,27
extr_labenginecodegameai_vcmd.c_BotVoiceChat_Dummy.c,7,7
extr_linuxarchx86kernelvm86_32.c_clear_TF.c,10,10
extr_linuxsecuritytomoyogc.c_tomoyo_del_number_group.c,5,5
extr_linuxdriversnetethernetsunniu.c_port_has_10g.c,22,22
extr_linuxdriversvmebridgesvme_tsi148.c_reg_join.c,17,17
extr_libgit2srchashsha1dcsha1.c_SHA1DCSetDetectReducedRoundCollision.c,11,11
extr_linuxdriversgpudrmmsmdispdpu1dpu_dbg.h_dpu_dbg_debugfs_register.c,6,6
extr_Craftdepssqlitesqlite3.c_computeYMD.c,9,9
extr_linuxnetvmw_vsockvirtio_transport_common.c_virtio_transport_notify_recv_pre_block.c,8,8
extr_linuxdriverscryptoatmel-aes.c_atmel_aes_gcm_setauthsize.c,24,24
extr_linuxdriversnetethernetchelsiolibcxgblibcxgb_ppm.h_cxgbi_ppm_ddp_tag_get_idx.c,15,15
extr_mongooseexamplesESP8266_RTOSusermongoose.c_mg_null_if_remove_conn.c,5,5
extr_linuxdriversnetethernetmellanoxmlx4alloc.c_mlx4_bitmap_avail.c,7,7
extr_h2ot00unitlibcommon........libcommon....depsssl-conservatoryopensslopenssl_hostname_validation.c_lowercase.c,13,13
extr_linuxdriversinfinibandhwcxgb4t4.h_t4_swcq_consume.c,16,16
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_WINDOW_OFFSET_X.c,9,9
extr_linuxkernelmodule.c_mod_tree_remove_init.c,5,5
extr_linuxdriversusbtypecclass.c_typec_get_orientation.c,7,7
extr_linuxdriversgpudrmv3dv3d_drv.h_to_v3d_bo.c,6,6
extr_linuxdriversnetethernetticpts.h_cpts_tx_enable.c,6,6
extr_linuxkerneldmadebug.c_hash_fn.c,10,10
extr_linuxarchpowerpcplatformspowernv........driverspcipci.h_pci_dev_specific_disable_acs_redir.c,7,7
extr_mpvfiltersf_auto_filters.c_deint_command.c,15,15
extr_netdatacollectorstc.pluginplugin_tc.c_tc_space.c,21,21
extr_linuxkernelscheddeadline.c_grub_reclaim.c,33,33
extr_linuxdriversnetethernetchelsiocxgb4vfcxgb4vf_main.c_fwcap_to_eth_fec.c,19,19
extr_linuxdriversstagingrtlwifiphydmphydm_hwconfig.c_odm_evm_dbm_jaguar_series.c,16,16
extr_linuxdriversstagingmediazoranzoran_driver.c_map_mode_raw.c,14,14
extr_php-srcZendzend_iterators.c_iter_wrapper_dtor.c,5,5
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_set_channelplan_hdl.c,18,18
extr_linuxtoolsperfutildata-convert-bt.c_is_flush_needed.c,11,11
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_69.c,12,12
extr_linuxnetsunrpcsvc.c___svc_init_bc.c,5,5
extr_linuxdriversbcmabcma_private.h_bcma_core_mips_early_init.c,5,5
extr_linuxdriversnetwirelessintersilorinocohw.c_orinoco_get_bitratemode.c,19,19
extr_linuxarchs390kerneluprobes.c_check_per_event.c,16,16
extr_linuxdriversstagingwilc1000wilc_wfi_cfgoperations.c_wilc_wfi_cfg_parse_ch_attr.c,39,39
extr_linuxblockpartitionscmdline.c_has_overlaps.c,23,23
extr_linuxdriversmtdnandrawbrcmnandbrcmnand.c_has_flash_dma.c,7,7
extr_linuxnetsunrpcsvcsock.c_svc_udp_prep_reply_hdr.c,5,5
extr_linuxcryptoaegis128l.c_crypto_aegis128l_setauthsize.c,14,14
extr_linuxdriversiiolightltr501.c_ltr501_is_volatile_reg.c,12,12
extr_linuxdriversgpudrmamddisplaydcirqdce110irq_service_dce110.c_to_dal_irq_source_dce110.c,16,16
extr_linuxdriversscsiaic7xxxaic79xx_core.c_ahd_release_seeprom.c,5,5
extr_linuxdriversregulatorda9055-regulator.c_da9055_regulator_dt_init.c,10,10
extr_linuxdriversttymxser.c_mxser_write_room.c,18,18
extr_radare2libranalpanal_6502.c_esil_6502_fini.c,6,6
extr_linuxdriversnetipvlanipvlan.h_ipvlan_clear_private.c,10,10
extr_linuxfsnfsblocklayout..pnfs.h_pnfs_use_threshold.c,8,8
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_minusone_2.c,6,6
extr_linuxdriversi2cbussesi2c-davinci.c_i2c_davinci_cpufreq_register.c,6,6
extr_reactoswin32ssprintingbasespoolsvprinters.c__RpcFlushPrinter.c,10,10
extr_linuxdriversgpudrmamdpowerplaysmumgrsmu8_smumgr.c_smu8_convert_fw_type_to_cgs.c,15,15
extr_linuxdriversinfinibandhwcxgb3iwch_cm.h_compute_wscale.c,21,21
extr_linuxarchx86eventsintellbr.c_intel_pmu_setup_hw_lbr_filter.c,32,32
extr_linuxdriversmediarcimg-irimg-ir-raw.h_img_ir_raw_enabled.c,6,6
extr_linuxdriversnetwirelessathath5kpcu.c_ath5k_hw_get_default_slottime.c,23,23
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_ctd_get_pkt_type.c,9,9
extr_linuxnetnetfilternf_conntrack_proto_udp.c_udp_pernet.c,6,6
extr_linuxdriversgpudrmomapdrmdssbase.c_omapdss_set_dss.c,7,7
extr_mimikatzmodulessqlite3_omit.c_pragmaVtabEof.c,12,12
extr_linuxdriversinputkeyboardadp5588-keys.c_adp5588_gpio_remove.c,5,5
extr_FFmpeglibavcodeccavs.h_set_mvs.c,18,18
extr_openssltestdhtest.c_cb.c,8,8
extr_linuxdriversgpudrmamddisplaydcdcn10dcn10_hubbub.c_hubbub1_get_blk256_size.c,18,18
extr_linuxvirtkvmarmvgicvgic-mmio-v3.c_vgic_sanitise_shareability.c,11,11
extr_linuxtoolsperfuibrowsers....utilevent.h_perf_sample__synth_ptr.c,8,8
extr_linuxsoundsocfslfsl_ssi.h_fsl_ssi_debugfs_create.c,7,7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_sra_Slot_xt_flix64_slot0_encode.c,7,7
extr_linuxdriversusbtypectcpm.c_tcpm_psy_prop_writeable.c,12,12
extr_linuxdriversgpuhost1xhwhost1x06_hardware.h_host1x_opcode_nonincr.c,10,10
extr_linuxfsnfsdnfs4xdr.c_nfsd4_encode_security_label.c,9,9
extr_linuxdriversmtdspi-norspi-nor.c_spi_nor_s3an_addr_convert.c,27,27
extr_linuxkernelscheddeadline.c_need_pull_dl_task.c,7,7
extr_linuxblockbfq-iosched.c_bfqq_process_refs.c,11,11
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_LRZ_BUFFER_PITCH_PITCH.c,10,10
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_wlan_util.c_is_client_associated_to_ap.c,19,19
extr_linuxdriversmediarcimg-irimg-ir-hw.h_img_ir_remove_hw.c,5,5
extr_linuxdriversclkclk-si5351.c_si5351_vxco_recalc_rate.c,7,7
extr_linuxdriversnetethernetamdxgbexgbe.h_xgbe_debugfs_rename.c,5,5
extr_linuxdriversnetwirelessrealtekrtlwifirtl8188ee..wifi.h_is_hal_stop.c,11,11
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_lend_Slot_inst_encode.c,7,7
extr_linuxarcharm64cryptoaes-ce-ccm-glue.c_ccm_setauthsize.c,15,15
extr_linuxdriversgpudrmi915intel_display.c_i9xx_dpll_compute_m.c,14,14
extr_linuxdriversgpudrmgma500backlight.c_gma_backlight_disable.c,5,5
extr_linuxdriversnetethernetmarvellmvpp2mvpp2_prs.c_mvpp2_prs_tcam_ai_get.c,10,10
